,Sector_score,PARA_A,Score_A,Risk_A,PARA_B,Score_B,Risk_B,TOTAL,numbers,Score_B.1,Money_Value,Score_MV,Risk_D,District_Loss,RiSk_E,History,Score,Inherent_Risk,CONTROL_RISK,Audit_Risk,Risk,MONEY_Marks
321,2.37,1.27,0.4,0.508,1.01,0.4,0.404,2.28,5.0,0.2,1.15,0.2,0.23,2,0.4,0,2.8,2.542,0.4,0.5084,0,2
322,2.37,1.62,0.4,0.648,0.49,0.2,0.098,2.11,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.2,2.146,0.4,0.4292,0,2
323,2.37,1.54,0.4,0.616,0.46,0.2,0.092,2.0,5.0,0.2,0.57,0.2,0.114,2,0.4,0,2.2,2.222,0.4,0.4444,0,2
324,2.37,2.18,0.6,1.308,0.93,0.2,0.186,3.11,5.0,0.2,0.0,0.2,0.0,6,1.2,0,2.8,3.694,1.2,2.2164,1,2
325,2.37,7.59,0.6,4.554,1.47,0.4,0.588,9.06,5.5,0.4,36.29,0.6,21.774,6,1.2,0,4.2,30.316,1.2,18.1896,1,6
326,2.37,0.76,0.2,0.152,0.34,0.2,0.068,1.1,5.0,0.2,0.0,0.2,0.0,6,1.2,0,2.4,2.42,1.2,1.452,1,2
327,2.37,0.38,0.2,0.076,0.85,0.2,0.17,1.23,5.0,0.2,0.04,0.2,0.008,2,0.4,0,2.0,1.654,0.4,0.3308,0,2
328,2.37,1.29,0.4,0.516,0.13,0.2,0.026,1.42,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.2,1.942,0.4,0.3884,0,2
329,2.37,1.99,0.4,0.796,0.63,0.2,0.126,2.62,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.2,2.322,0.4,0.4644,0,2
330,2.37,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.0,1.4,0.4,0.28,0,2
331,2.37,0.02,0.2,0.004,0.05,0.2,0.01,0.07,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.0,1.414,0.4,0.2828,0,2
332,2.37,0.14,0.2,0.028,0.08,0.2,0.016,0.22,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.0,1.444,0.4,0.2888,0,2
333,2.37,0.09,0.2,0.018,0.0,0.2,0.0,0.09,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.0,1.418,0.4,0.2836,0,2
334,2.37,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.0,1.4,0.4,0.28,0,2
335,2.37,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.0,1.4,0.4,0.28,0,2
336,2.37,0.01,0.2,0.002,0.007,0.2,0.0014,0.017,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.0,1.4034,0.4,0.28068,0,2
337,2.37,0.17,0.2,0.034,0.04,0.2,0.008,0.21,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.0,1.442,0.4,0.2884,0,2
338,2.37,1.66,0.4,0.664,0.83,0.2,0.166,2.49,5.0,0.2,0.31,0.2,0.062,6,1.2,0,2.6,3.092,1.2,1.8552,1,2
339,2.37,0.5,0.2,0.1,0.04,0.2,0.008,0.54,5.0,0.2,0.0,0.2,0.0,6,1.2,0,2.4,2.308,1.2,1.3848,1,2
340,2.37,0.9,0.2,0.18,0.29,0.2,0.058,1.19,5.0,0.2,1.22,0.2,0.244,6,1.2,0,2.4,2.682,1.2,1.6092,1,2
341,2.37,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,0.23,0.2,0.046,6,1.2,0,2.4,2.246,1.2,1.3476,1,2
343,1.99,0.58,0.2,0.116,0.0,0.2,0.0,0.58,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.0,1.516,0.4,0.3032,0,2
344,1.99,1.52,0.4,0.608,0.0,0.2,0.0,1.52,5.0,0.2,6.96,0.4,2.784,2,0.4,0,2.4,4.792,0.4,0.9584,0,4
345,1.99,0.9,0.2,0.18,0.0,0.2,0.0,0.9,5.0,0.2,1.95,0.2,0.39,2,0.4,0,2.0,1.97,0.4,0.394,0,2
346,1.99,1.19,0.4,0.476,0.0,0.2,0.0,1.19,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.2,1.876,0.4,0.3752,0,2
347,1.99,0.53,0.2,0.106,0.0,0.2,0.0,0.53,5.0,0.2,2.33,0.2,0.466,2,0.4,0,2.0,1.972,0.4,0.3944,0,2
348,1.99,0.93,0.2,0.186,0.0,0.2,0.0,0.93,5.0,0.2,0.11,0.2,0.022,2,0.4,0,2.0,1.608,0.4,0.3216,0,2
349,1.99,1.89,0.4,0.756,0.0,0.2,0.0,1.89,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.2,2.156,0.4,0.4312,0,2
350,1.99,1.71,0.4,0.684,0.0,0.2,0.0,1.71,5.0,0.2,0.09,0.2,0.018,2,0.4,0,2.2,2.102,0.4,0.4204,0,2
351,1.99,0.3,0.2,0.06,0.0,0.2,0.0,0.3,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.0,1.46,0.4,0.292,0,2
352,1.99,0.76,0.2,0.152,0.0,0.2,0.0,0.76,5.0,0.2,7.48,0.4,2.992,2,0.4,0,2.2,4.544,0.4,0.9088,0,4
353,1.99,0.96,0.2,0.192,0.0,0.2,0.0,0.96,5.0,0.2,9.45,0.4,3.78,2,0.4,0,2.2,5.372,0.4,1.0744,1,4
354,1.99,1.26,0.4,0.504,0.0,0.2,0.0,1.26,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.2,1.904,0.4,0.3808,0,2
355,1.99,0.55,0.2,0.11,0.0,0.2,0.0,0.55,5.0,0.2,0.67,0.2,0.134,2,0.4,0,2.0,1.644,0.4,0.3288,0,2
356,1.99,0.29,0.2,0.058,0.0,0.2,0.0,0.29,5.0,0.2,0.06,0.2,0.012,2,0.4,0,2.0,1.47,0.4,0.294,0,2
357,1.99,1.27,0.4,0.508,0.0,0.2,0.0,1.27,5.0,0.2,2.77,0.2,0.554,2,0.4,0,2.2,2.462,0.4,0.4924,0,2
358,1.99,1.34,0.4,0.536,0.0,0.2,0.0,1.34,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.2,1.936,0.4,0.3872,0,2
359,1.99,0.56,0.2,0.112,0.0,0.2,0.0,0.56,5.0,0.2,1.75,0.2,0.35,2,0.4,0,2.0,1.862,0.4,0.3724,0,2
360,1.99,0.86,0.2,0.172,0.0,0.2,0.0,0.86,5.0,0.2,0.0,0.2,0.0,6,1.2,0,2.4,2.372,1.2,1.4232,1,2
361,1.99,1.62,0.4,0.648,0.0,0.2,0.0,1.62,5.0,0.2,0.0,0.2,0.0,6,1.2,0,2.6,2.848,1.2,1.7088,1,2
362,1.99,3.02,0.6,1.812,0.0,0.2,0.0,3.02,5.0,0.2,0.0,0.2,0.0,6,1.2,0,2.8,4.012,1.2,2.4072,1,2
363,1.99,0.59,0.2,0.118,0.0,0.2,0.0,0.59,5.0,0.2,0.0,0.2,0.0,6,1.2,0,2.4,2.318,1.2,1.3908,1,2
364,1.99,1.1,0.4,0.44,0.0,0.2,0.0,1.1,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.2,1.84,0.4,0.368,0,2
365,1.99,1.03,0.4,0.412,0.0,0.2,0.0,1.03,5.0,0.2,27.28,0.6,16.368,2,0.4,0,2.6,18.18,0.4,3.636,1,6
366,1.99,0.66,0.2,0.132,0.0,0.2,0.0,0.66,5.0,0.2,0.73,0.2,0.146,2,0.4,0,2.0,1.678,0.4,0.3356,0,2
367,1.99,0.48,0.2,0.096,0.0,0.2,0.0,0.48,5.0,0.2,0.47,0.2,0.094,2,0.4,0,2.0,1.59,0.4,0.318,0,2
368,1.99,1.27,0.4,0.508,0.0,0.2,0.0,1.27,5.0,0.2,175.9,0.6,105.54,2,0.4,0,2.6,107.448,0.4,21.4896,1,6
369,1.99,0.43,0.2,0.086,0.0,0.2,0.0,0.43,5.0,0.2,13.54,0.6,8.124,2,0.4,0,2.4,9.61,0.4,1.922,1,6
370,1.99,1.65,0.4,0.66,0.0,0.2,0.0,1.65,5.0,0.2,0.01,0.2,0.002,2,0.4,0,2.2,2.062,0.4,0.4124,0,2
371,1.99,1.4,0.4,0.56,0.0,0.2,0.0,1.4,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.2,1.96,0.4,0.392,0,2
372,1.99,1.14,0.4,0.456,0.0,0.2,0.0,1.14,5.0,0.2,41.82,0.6,25.092,2,0.4,0,2.6,26.948,0.4,5.3896,1,6
373,1.99,0.45,0.2,0.09,0.0,0.2,0.0,0.45,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.0,1.49,0.4,0.298,0,2
374,1.99,0.6,0.2,0.12,0.0,0.2,0.0,0.6,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.0,1.52,0.4,0.304,0,2
375,1.99,0.85,0.2,0.17,0.0,0.2,0.0,0.85,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.0,1.57,0.4,0.314,0,2
376,1.99,1.19,0.4,0.476,0.0,0.2,0.0,1.19,5.0,0.2,29.76,0.6,17.856,2,0.4,0,2.6,19.732,0.4,3.9464,1,6
377,1.99,1.23,0.4,0.492,0.0,0.2,0.0,1.23,5.0,0.2,0.11,0.2,0.022,2,0.4,0,2.2,1.914,0.4,0.3828,0,2
378,1.99,1.12,0.4,0.448,0.0,0.2,0.0,1.12,5.0,0.2,0.05,0.2,0.01,2,0.4,0,2.2,1.858,0.4,0.3716,0,2
379,1.99,1.53,0.4,0.612,0.0,0.2,0.0,1.53,5.0,0.2,0.03,0.2,0.006,4,0.8,0,2.4,2.418,0.8,0.9672,0,2
380,1.99,0.77,0.2,0.154,0.0,0.2,0.0,0.77,5.0,0.2,0.0,0.2,0.0,4,0.8,0,2.2,1.954,0.8,0.7816,0,2
381,1.99,0.56,0.2,0.112,0.0,0.2,0.0,0.56,5.0,0.2,0.0,0.2,0.0,4,0.8,0,2.2,1.912,0.8,0.7648,0,2
382,1.99,1.82,0.4,0.728,0.0,0.2,0.0,1.82,5.0,0.2,85.13,0.6,51.078,4,0.8,0,2.8,53.606,0.8,21.4424,1,6
383,1.99,0.44,0.2,0.088,0.0,0.2,0.0,0.44,5.0,0.2,0.04,0.2,0.008,4,0.8,0,2.2,1.896,0.8,0.7584,0,2
384,1.99,1.46,0.4,0.584,0.0,0.2,0.0,1.46,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.2,1.984,0.4,0.3968,0,2
385,1.99,1.12,0.4,0.448,0.0,0.2,0.0,1.12,5.0,0.2,10.98,0.6,6.588,2,0.4,0,2.6,8.436,0.4,1.6872,1,6
386,1.99,1.56,0.4,0.624,0.0,0.2,0.0,1.56,5.0,0.2,0.1,0.2,0.02,2,0.4,0,2.2,2.044,0.4,0.4088,0,2
387,1.99,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.0,1.4,0.4,0.28,0,2
388,1.99,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.0,1.4,0.4,0.28,0,2
389,1.85,11.24,0.6,6.744,9.49,0.6,5.694,20.73,5.5,0.4,173.02,0.6,103.812,2,0.4,0,4.4,118.85,0.4,23.77,1,6
390,1.85,3.7,0.6,2.22,0.0,0.2,0.0,3.7,5.0,0.2,0.12,0.2,0.024,2,0.4,0,2.4,3.644,0.4,0.7288,0,2
392,1.85,0.47,0.2,0.094,1.59,0.4,0.636,2.06,5.0,0.2,1.24,0.2,0.248,2,0.4,0,2.6,2.378,0.4,0.4756,0,2
393,1.85,0.95,0.2,0.19,1.33,0.4,0.532,2.28,5.0,0.2,0.07,0.2,0.014,4,0.8,0,2.8,2.536,0.8,1.0144,1,2
394,1.85,13.15,0.6,7.89,1.63,0.4,0.652,14.78,5.0,0.2,1.19,0.2,0.238,4,0.8,0,3.2,10.58,0.8,4.232,1,2
395,1.85,3.17,0.6,1.902,0.44,0.2,0.088,3.61,5.0,0.2,0.0,0.2,0.0,4,0.8,0,2.6,3.79,0.8,1.516,1,2
396,1.85,7.02,0.6,4.212,1.77,0.4,0.708,8.79,5.0,0.2,0.0,0.2,0.0,4,0.8,0,3.2,6.72,0.8,2.688,1,2
397,1.85,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.0,1.4,0.4,0.28,0,2
399,1.85,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,10.53,0.6,6.318,4,0.8,0,2.6,8.118,0.8,3.2472,1,6
400,1.85,9.19,0.6,5.514,4.2,0.6,2.52,13.39,5.0,0.2,0.52,0.2,0.104,2,0.4,0,3.6,9.538,0.4,1.9076,1,2
401,1.85,9.14,0.6,5.484,1.22,0.4,0.488,10.36,5.0,0.2,0.0,0.2,0.0,6,1.2,0,3.4,8.172,1.2,4.9032,1,2
402,1.85,0.26,0.2,0.052,0.0,0.2,0.0,0.26,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.0,1.452,0.4,0.2904,0,2
403,1.85,3.05,0.6,1.83,0.05,0.2,0.01,3.1,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.4,3.24,0.4,0.648,0,2
404,1.85,0.56,0.2,0.112,72.0,0.6,43.2,72.56,5.0,0.2,0.51,0.2,0.102,2,0.4,0,3.2,44.814,0.4,8.9628,1,2
405,1.85,2.96,0.6,1.776,0.15,0.2,0.03,3.11,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.4,3.206,0.4,0.6412,0,2
406,1.85,2.48,0.6,1.488,0.0,0.2,0.0,2.48,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.4,2.888,0.4,0.5776,0,2
407,1.85,9.94,0.6,5.964,0.44,0.2,0.088,10.38,5.0,0.2,0.15,0.2,0.03,2,0.4,0,2.4,7.482,0.4,1.4964,1,2
408,1.85,5.13,0.6,3.078,0.09,0.2,0.018,5.22,5.0,0.2,0.01,0.2,0.002,2,0.4,0,2.4,4.498,0.4,0.8996,0,2
409,1.85,2.49,0.6,1.494,0.29,0.2,0.058,2.78,5.0,0.2,0.49,0.2,0.098,2,0.4,0,2.4,3.05,0.4,0.61,0,2
410,1.85,7.22,0.6,4.332,0.28,0.2,0.056,7.5,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.4,5.788,0.4,1.1576,1,2
411,1.85,0.71,0.2,0.142,0.66,0.2,0.132,1.37,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.0,1.674,0.4,0.3348,0,2
412,1.85,19.21,0.6,11.526,2.47,0.6,1.482,21.68,5.0,0.2,0.0,0.2,0.0,6,1.2,0,4.0,15.208,1.2,9.1248,1,2
415,1.85,4.04,0.6,2.424,0.0,0.2,0.0,4.04,5.0,0.2,0.79,0.2,0.158,6,1.2,0,2.8,4.782,1.2,2.8692,1,2
416,1.85,2.81,0.6,1.686,0.11,0.2,0.022,2.92,5.0,0.2,19.45,0.6,11.67,6,1.2,0,3.2,15.578,1.2,9.3468,1,6
417,1.85,5.87,0.6,3.522,0.0,0.2,0.0,5.87,5.0,0.2,0.44,0.2,0.088,6,1.2,0,2.8,5.81,1.2,3.486,1,2
418,1.85,1.75,0.4,0.7,0.0,0.2,0.0,1.75,5.0,0.2,0.35,0.2,0.07,6,1.2,0,2.6,2.97,1.2,1.782,1,2
419,1.85,2.05,0.6,1.23,0.0,0.2,0.0,2.05,5.0,0.2,3.53,0.2,0.706,6,1.2,0,2.8,4.136,1.2,2.4816,1,2
421,1.85,3.67,0.6,2.202,0.18,0.2,0.036,3.85,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.4,3.638,0.4,0.7276,0,2
422,1.85,0.64,0.2,0.128,0.95,0.2,0.19,1.59,5.0,0.2,0.0,0.2,0.0,2,0.4,1,2.2,2.118,0.8,0.8472,0,2
423,1.85,7.37,0.6,4.422,1.64,0.4,0.656,9.01,5.0,0.2,0.08,0.2,0.016,2,0.4,0,3.0,6.494,0.4,1.2988,1,2
424,1.85,10.79,0.6,6.474,0.67,0.2,0.134,11.46,5.0,0.2,0.04,0.2,0.008,2,0.4,0,2.4,8.016,0.4,1.6032,1,2
425,1.85,10.02,0.6,6.012,0.95,0.2,0.19,10.97,5.0,0.2,0.43,0.2,0.086,2,0.4,0,2.4,7.688,0.4,1.5376,1,2
426,1.85,0.44,0.2,0.088,0.62,0.2,0.124,1.06,5.0,0.2,0.64,0.2,0.128,2,0.4,0,2.0,1.74,0.4,0.348,0,2
427,1.85,2.89,0.6,1.734,0.11,0.2,0.022,3.0,5.0,0.2,0.04,0.2,0.008,2,0.4,0,2.4,3.164,0.4,0.6328,0,2
428,1.85,0.6,0.2,0.12,1.14,0.4,0.456,1.74,5.0,0.2,0.43,0.2,0.086,2,0.4,0,2.6,2.062,0.4,0.4124,0,2
429,1.85,0.79,0.2,0.158,1.01,0.4,0.404,1.8,5.0,0.2,0.57,0.2,0.114,2,0.4,0,2.6,2.076,0.4,0.4152,0,2
430,1.85,3.26,0.6,1.956,0.36,0.2,0.072,3.62,5.0,0.2,0.02,0.2,0.004,2,0.4,0,2.4,3.432,0.4,0.6864,0,2
431,1.85,8.94,0.6,5.364,1.32,0.4,0.528,10.26,5.0,0.2,0.02,0.2,0.004,2,0.4,0,3.0,7.296,0.4,1.4592,1,2
432,1.85,4.6,0.6,2.76,1.17,0.4,0.468,5.77,5.0,0.2,0.04,0.2,0.008,2,0.4,0,3.0,4.636,0.4,0.9272,0,2
433,1.85,7.01,0.6,4.206,1.12,0.4,0.448,8.13,5.0,0.2,0.1,0.2,0.02,2,0.4,0,3.0,6.074,0.4,1.2148,1,2
434,1.85,1.04,0.4,0.416,0.91,0.2,0.182,1.95,5.0,0.2,0.37,0.2,0.074,2,0.4,0,2.2,2.072,0.4,0.4144,0,2
435,1.85,2.81,0.6,1.686,0.41,0.2,0.082,3.22,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.4,3.168,0.4,0.6336,0,2
436,1.85,0.7,0.2,0.14,0.6,0.2,0.12,1.3,5.0,0.2,0.51,0.2,0.102,2,0.4,0,2.0,1.762,0.4,0.3524,0,2
437,1.85,0.78,0.2,0.156,0.97,0.2,0.194,1.75,5.0,0.2,0.97,0.2,0.194,2,0.4,0,2.0,1.944,0.4,0.3888,0,2
438,1.85,7.09,0.6,4.254,1.95,0.4,0.78,9.04,5.0,0.2,0.0,0.2,0.0,2,0.4,0,3.0,6.434,0.4,1.2868,1,2
439,1.85,1.39,0.4,0.556,1.1,0.4,0.44,2.49,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.8,2.396,0.4,0.4792,0,2
440,1.85,2.46,0.6,1.476,0.37,0.2,0.074,2.83,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.4,2.95,0.4,0.59,0,2
441,1.85,2.48,0.6,1.488,0.1,0.2,0.02,2.58,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.4,2.908,0.4,0.5816,0,2
442,1.85,1.28,0.4,0.512,1.75,0.4,0.7,3.03,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.8,2.612,0.4,0.5224,0,2
443,1.85,3.83,0.6,2.298,0.28,0.2,0.056,4.11,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.4,3.754,0.4,0.7508,0,2
444,1.85,3.74,0.6,2.244,0.55,0.2,0.11,4.29,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.4,3.754,0.4,0.7508,0,2
445,1.85,11.44,0.6,6.864,1.41,0.4,0.564,12.85,5.0,0.2,0.04,0.2,0.008,2,0.4,0,3.0,8.836,0.4,1.7672,1,2
446,1.85,4.99,0.6,2.994,0.64,0.2,0.128,5.63,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.4,4.522,0.4,0.9044,0,2
447,1.85,8.25,0.6,4.95,1.59,0.4,0.636,9.84,5.0,0.2,0.02,0.2,0.004,2,0.4,0,3.0,6.99,0.4,1.398,1,2
448,1.85,0.25,0.2,0.05,1.8,0.4,0.72,2.05,5.0,0.2,0.74,0.2,0.148,2,0.4,0,2.6,2.318,0.4,0.4636,0,2
449,1.85,7.2,0.6,4.32,0.43,0.2,0.086,7.63,5.0,0.2,0.01,0.2,0.002,2,0.4,0,2.4,5.808,0.4,1.1616,1,2
450,1.85,0.73,0.2,0.146,1.24,0.4,0.496,1.97,5.0,0.2,0.2,0.2,0.04,2,0.4,0,2.6,2.082,0.4,0.4164,0,2
451,1.85,5.2,0.6,3.12,0.0,0.2,0.0,5.2,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.4,4.52,0.4,0.904,0,2
452,1.85,1.16,0.4,0.464,0.0,0.2,0.0,1.16,5.0,0.2,0.11,0.2,0.022,6,1.2,0,2.6,2.686,1.2,1.6116,1,2
453,1.85,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,0.19,0.2,0.038,6,1.2,0,2.4,2.238,1.2,1.3428,1,2
454,1.85,0.65,0.2,0.13,0.03,0.2,0.006,0.68,5.0,0.2,0.14,0.2,0.028,2,0.4,0,2.0,1.564,0.4,0.3128,0,2
455,1.85,0.79,0.2,0.158,0.0,0.2,0.0,0.79,5.0,0.2,3.54,0.2,0.708,2,0.4,0,2.0,2.266,0.4,0.4532,0,2
456,1.85,3.28,0.6,1.968,0.25,0.2,0.05,3.53,5.0,0.2,0.04,0.2,0.008,6,1.2,0,2.8,4.226,1.2,2.5356,1,2
457,1.85,0.9,0.2,0.18,0.0,0.2,0.0,0.9,5.0,0.2,0.13,0.2,0.026,6,1.2,0,2.4,2.406,1.2,1.4436,1,2
458,1.85,5.0,0.6,3.0,0.54,0.2,0.108,5.54,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.4,4.508,0.4,0.9016,0,2
459,1.85,7.07,0.6,4.242,0.72,0.2,0.144,7.79,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.4,5.786,0.4,1.1572,1,2
460,1.85,1.08,0.4,0.432,1.98,0.4,0.792,3.06,5.0,0.2,3.92,0.2,0.784,2,0.4,0,2.8,3.408,0.4,0.6816,0,2
461,1.85,3.46,0.6,2.076,0.09,0.2,0.018,3.55,5.0,0.2,0.06,0.2,0.012,2,0.4,0,2.4,3.506,0.4,0.7012,0,2
462,1.85,0.6,0.2,0.12,1.08,0.4,0.432,1.68,5.0,0.2,0.33,0.2,0.066,2,0.4,0,2.6,2.018,0.4,0.4036,0,2
463,1.85,3.92,0.6,2.352,1.08,0.4,0.432,5.0,5.0,0.2,0.0,0.2,0.0,2,0.4,0,3.0,4.184,0.4,0.8368,0,2
465,1.85,0.99,0.2,0.198,0.0,0.2,0.0,0.99,5.0,0.2,0.0,0.2,0.0,4,0.8,0,2.2,1.998,0.8,0.7992,0,2
466,1.85,0.17,0.2,0.034,0.11,0.2,0.022,0.28,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.0,1.456,0.4,0.2912,0,2
468,1.85,1.69,0.4,0.676,0.21,0.2,0.042,1.9,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.2,2.118,0.4,0.4236,0,2
469,1.85,0.18,0.2,0.036,0.63,0.2,0.126,0.81,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.0,1.562,0.4,0.3124,0,2
470,1.85,0.01,0.2,0.002,0.91,0.2,0.182,0.92,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.0,1.584,0.4,0.3168,0,2
471,1.85,0.88,0.2,0.176,1.5,0.4,0.6,2.38,5.0,0.2,0.19,0.2,0.038,2,0.4,0,2.6,2.214,0.4,0.4428,0,2
472,1.85,1.17,0.4,0.468,0.15,0.2,0.03,1.32,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.2,1.898,0.4,0.3796,0,2
473,1.85,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,0.0,0.2,0.0,4,0.8,0,2.2,1.8,0.8,0.72,0,2
